Facultad,Docente,Código Plan,Carrera,Id Asignatura,Asignatura,Sección,¿Que opina del profesor?,Sentimiento,% Sentimiento,Emocion,% Emocion,Discurso_Odio,Prob_Odio,Prob_Dirigido,Prob_Agresivo
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,exelente profesora.,Positivo,0.9664,Alegría,0.8772,No detectado,0.2131,0.1377,0.1004
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,explica bastante bien sus clases pero a veces empezaba las clases en minutos más tarde o a veces simplemente no llegaba sin avisar.,Neutral,0.7787,Otro,0.9946,No detectado,0.0237,0.0066,0.0132
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,explicaba de manera clara.,Neutral,0.7302,Otro,0.9937,No detectado,0.0449,0.0179,0.0167
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,falta disposición al momento de preguntar.,Neutral,0.5175,Otro,0.9900,No detectado,0.0243,0.0116,0.0108
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,3230,ALGEBRA II,20,gran profesora.,Positivo,0.8845,Alegría,0.7501,No detectado,0.0918,0.0645,0.0472
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,3230,ALGEBRA II,20,"la docente en las pruebas se basaba en los resultados que arroja la plataforma symbolab, sin hacer los ejercicios ella, además de saltarse muchas definiciones de procesos, llegando solo a los resultados y no al desarrollo. problemas con las notas correspondientes al 15%, debido a que solo hizo un control y promedió el control con la primera nota del 25%.",Negativo,0.8866,Otro,0.8907,No detectado,0.0405,0.0102,0.0204
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,"la profesor es buena, pero su método de enseñanza era poco eficiente por lo cual aportaba poco para el aprendizaje.",Negativo,0.7893,Otro,0.9781,No detectado,0.0496,0.0240,0.0199
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,3231,CALCULO II,21,"la profesor es seca, nada malo que decir.",Neutral,0.5048,Otro,0.9183,Agresivo,0.9718,0.8730,0.8236
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,"la profesora , no es muy apasionada ni le interesa mucho la materia ,hubieron como 2 o 3 clases de ""estrategias de aprendizaje "" aparte de ser indiferente , y al resolver dudas responde de manera pesada.",Negativo,0.9651,Ira,0.6430,No detectado,0.1412,0.0456,0.0616
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,"la profesora al momento de hacerle alguna pregunta relacionada con alguna evaluacion, no respeta y responde de forma muy pesimista y desagradable.",Negativo,0.9708,Ira,0.9376,No detectado,0.1134,0.0262,0.0468
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,"la profesora como la encuesta anterior su principal debilidad era llegar tarde, como estudiantes se nos exige puntualidad cuando en este caso la herramienta a utilizar el cual es el profesor no cumple con lo esperado, demostraba interés en estudiantes los cuales no tení­an herramientas suficientes para estudiar simplicando algunos factores de estudio.",Negativo,0.9728,Otro,0.9667,No detectado,0.0563,0.0133,0.0230
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,la profesora explica de manera adecuada el contenido que í­bamos viendo en las clases de ejercicios pero a veces solí­a no llegar o llegar pasada la hora de clase.,Neutral,0.7704,Otro,0.9965,No detectado,0.0260,0.0085,0.0111
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,más o menos bien.,Neutral,0.6395,Otro,0.9630,No detectado,0.0396,0.0164,0.0252
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3225,ALGEBRA I,20,mala.,Negativo,0.6590,Otro,0.4876,Odio,0.5115,0.2269,0.3966
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,"mantiene una relación común de profesor-alumno, sin embargo lo negativo es referente a su hora de llegada ya que por lo general siempre llegaba a clases entre 20 a 30 minutos después, su metodología de enseñar era acorde a la asignatura la cual en contenido no ayuda en nada, la positividad de la profesora era empatizar con las metodologías de estudio en casa para personas que no tení­an las herramientas adecuadas y eso ayudaba mucho a ciertos compañeros.",Negativo,0.8544,Otro,0.9552,No detectado,0.0410,0.0051,0.0174
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,me gusta la manera de explicar de la profesora y todos los trabajos que incorpora para la enseñanza.,Positivo,0.9655,Alegría,0.8069,No detectado,0.0275,0.0184,0.0115
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,me gustaba mucho las maneras de explicar de la profesora y todo el material que nos daba y las presentaciones.,Positivo,0.9593,Alegría,0.6140,No detectado,0.0285,0.0158,0.0140
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,me gustaban los tipos de trabajos que teniamos que realizar.,Positivo,0.7733,Otro,0.9503,No detectado,0.0329,0.0085,0.0146
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,3225,ALGEBRA I,20,muy buena forma de enseñar.,Positivo,0.9689,Alegría,0.6869,No detectado,0.0162,0.0114,0.0113
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),3230,ALGEBRA II,20,muy buena profesor.,Positivo,0.9623,Alegría,0.9791,No detectado,0.0153,0.0144,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,muy buena profesor.,Positivo,0.9623,Alegría,0.9791,No detectado,0.0153,0.0144,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,muy buena profesor 10/10.,Positivo,0.9688,Alegría,0.9727,No detectado,0.0206,0.0214,0.0201
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,"muy buena profesor, nada malo que decir.",Positivo,0.9676,Alegría,0.7734,No detectado,0.0131,0.0125,0.0094
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,"muy buena profesor, sino que a veces llegaba tarde y demoraba en subir el contenido de la clase, sino pautas de evaluacion al aula.",Neutral,0.7023,Otro,0.9880,No detectado,0.0355,0.0108,0.0183
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,3225,ALGEBRA I,20,muy buena profesora.,Positivo,0.9694,Alegría,0.9790,No detectado,0.0545,0.0317,0.0282
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3225,ALGEBRA I,20,muy buena profesora.,Positivo,0.9694,Alegría,0.9790,No detectado,0.0545,0.0317,0.0282
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3230,ALGEBRA II,20,muy buena profesora.,Positivo,0.9694,Alegría,0.9790,No detectado,0.0545,0.0317,0.0282
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,muy buena profesora.,Positivo,0.9694,Alegría,0.9790,No detectado,0.0545,0.0317,0.0282
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),58000,INTRODUCCION A LAS MATEMATICAS,91,muy buena profesora aunque no tuve la suerte de estar más horas por temas de paro y días libres.,Positivo,0.8400,Otro,0.8516,No detectado,0.0265,0.0122,0.0131
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,muy buena profesora firme y educa muy bien super buena onda super increíble 100% recomendada.,Positivo,0.9705,Alegría,0.9744,No detectado,0.0356,0.0363,0.0223
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,"muy buena relatora, completa disposición de enseñar a sus alumnos, asegurándose del entendimiento mutuo.",Positivo,0.9628,Alegría,0.8924,No detectado,0.0160,0.0105,0.0093
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,muy bueno.,Positivo,0.8803,Alegría,0.9013,No detectado,0.0337,0.0171,0.0277
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3231,CALCULO II,21,nada.,Neutral,0.4837,Otro,0.8243,No detectado,0.0509,0.0136,0.0305
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,nada.,Neutral,0.4837,Otro,0.8243,No detectado,0.0509,0.0136,0.0305
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3231,CALCULO II,21,nada en particular.,Neutral,0.5888,Otro,0.9332,No detectado,0.0458,0.0148,0.0242
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,nada en particular para agregar.,Neutral,0.7325,Otro,0.9926,No detectado,0.0256,0.0139,0.0142
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,nada que agregar.,Neutral,0.4990,Otro,0.6519,No detectado,0.0217,0.0132,0.0143
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,nada que agregar.,Neutral,0.4990,Otro,0.6519,No detectado,0.0217,0.0132,0.0143
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,nada que agregar.,Neutral,0.4990,Otro,0.6519,No detectado,0.0217,0.0132,0.0143
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,nada que agregar buena profesora.,Positivo,0.7784,Otro,0.8291,No detectado,0.3396,0.2400,0.1279
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,nada que agregar.,Neutral,0.4990,Otro,0.6519,No detectado,0.0217,0.0132,0.0143
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,nada que decir.,Neutral,0.5090,Otro,0.8319,No detectado,0.0262,0.0117,0.0171
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,nada que decir.,Neutral,0.5090,Otro,0.8319,No detectado,0.0262,0.0117,0.0171
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,"nada que decir, seca la profesor.",Neutral,0.3615,Otro,0.6753,No detectado,0.2005,0.0965,0.0663
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,ningun comentario.,Neutral,0.5792,Otro,0.9577,No detectado,0.0704,0.0233,0.0396
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,ninguno.,Neutral,0.5276,Otro,0.8177,No detectado,0.0802,0.0215,0.0500
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,ninguno.,Neutral,0.5276,Otro,0.8177,No detectado,0.0802,0.0215,0.0500
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),3231,CALCULO II,21,no.,Neutral,0.4675,Otro,0.5628,No detectado,0.0628,0.0154,0.0316
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,no agregaria nada.,Neutral,0.5579,Otro,0.9807,No detectado,0.0476,0.0153,0.0267
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,no enseña bien.,Negativo,0.7861,Otro,0.8396,No detectado,0.0295,0.0151,0.0195
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,3230,ALGEBRA II,20,no enseña mal pero no deja material de estudio aunque se le pida.,Neutral,0.4940,Otro,0.9551,No detectado,0.0158,0.0082,0.0105
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,no lo tomaría jamas.,Neutral,0.6331,Otro,0.8138,No detectado,0.0243,0.0092,0.0161
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,3225,ALGEBRA I,20,no me gustan sus métodos de enseñansa.,Negativo,0.9275,Otro,0.8153,No detectado,0.0505,0.0062,0.0322
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,no recomendable.,Negativo,0.5432,Otro,0.9174,No detectado,0.0224,0.0103,0.0200
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,no recomendada.,Neutral,0.5949,Otro,0.9266,No detectado,0.1283,0.0725,0.0815
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,"no respeta horarios de clases, problemas con evaluaciones. nada mas que agregar.",Negativo,0.8845,Otro,0.9769,No detectado,0.0364,0.0061,0.0144
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,no tengo comentarios.,Negativo,0.5232,Otro,0.7242,No detectado,0.0321,0.0071,0.0184
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,no tengo comentarios.,Negativo,0.5232,Otro,0.7242,No detectado,0.0321,0.0071,0.0184
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,no tengo ningún comentario.,Neutral,0.5273,Otro,0.9924,No detectado,0.0228,0.0095,0.0162
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,no tengon ningun comentario.,Negativo,0.6225,Otro,0.9941,No detectado,0.0244,0.0142,0.0230
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,no tuve con este profesor.,Negativo,0.7713,Otro,0.9834,No detectado,0.0426,0.0176,0.0213
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,3225,ALGEBRA I,20,profesor con poca disposición.,Negativo,0.9140,Otro,0.9243,No detectado,0.0438,0.0102,0.0182
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,profesora no entrega a tiempo las notas de las evaluaciones y cuando se le pregunta alguna duda respecto a la rubrica de evaluación o indicaciones no las contesta de forma correcta.,Negativo,0.9164,Otro,0.9732,No detectado,0.0511,0.0073,0.0203
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,profesora que logra entregar los conocimientos adecuados con buenas estrategias.,Positivo,0.9565,Otro,0.5828,No detectado,0.0609,0.0136,0.0196
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,"profesora simpática, que explica muy bien la materia.",Positivo,0.9745,Alegría,0.8201,No detectado,0.3335,0.2140,0.1326
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,3225,ALGEBRA I,20,que sea un poco más respetuosa.,Neutral,0.6496,Otro,0.7089,Agresivo,0.9506,0.9420,0.8525
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,que sus clases sean menos monotonas.,Neutral,0.6477,Otro,0.9861,No detectado,0.2895,0.0070,0.0635
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,quisiera más tiempo de clase de ejercicios.,Neutral,0.5627,Otro,0.9721,No detectado,0.0284,0.0115,0.0155
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,3225,ALGEBRA I,20,responsable y siempre con material de estudio.,Positivo,0.5646,Otro,0.6735,No detectado,0.0374,0.0169,0.0163
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,90,siempre con disposición al estudiante.,Positivo,0.6527,Otro,0.6977,No detectado,0.0250,0.0082,0.0109
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,sin comentarios.,Neutral,0.4468,Otro,0.6370,No detectado,0.0500,0.0090,0.0231
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,sin comentarios.,Neutral,0.4468,Otro,0.6370,No detectado,0.0500,0.0090,0.0231
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,3225,ALGEBRA I,20,sin comentarios que añadir.,Negativo,0.4413,Sorpresa,0.4566,No detectado,0.0156,0.0084,0.0104
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,sin comentarios.,Neutral,0.4468,Otro,0.6370,No detectado,0.0500,0.0090,0.0231
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,solo que las veces que faltaba no avisaba (en mi caso tenia ventanas de 3 horas parra su clase).,Neutral,0.6358,Otro,0.9900,No detectado,0.0431,0.0120,0.0200
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,3225,ALGEBRA I,20,"su forma de enseñar deja mucho que desear, te pregunta cosas y si le respondes mal te tendrá mala onda todo el semestre.",Negativo,0.9840,Ira,0.8830,No detectado,0.0304,0.0228,0.0232
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,58001,ESTRATEGIAS DE APRENDIZAJE,10,sus clases sólo eran ppt y muchas presentaciones.,Negativo,0.5042,Otro,0.9961,No detectado,0.0517,0.0075,0.0240
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,3225,ALGEBRA I,20,"sus clases son muy interactivas, es una buena profesor muy empatica.",Positivo,0.9696,Otro,0.7001,No detectado,0.1761,0.1476,0.0843
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,58000,INTRODUCCION A LAS MATEMATICAS,91,tener mejor disposición a la hora de explicar y/o corregir.,Neutral,0.5420,Otro,0.9947,No detectado,0.0149,0.0067,0.0080
FACULTAD DE INGENIERIA Y ARQUITECTURA,AKHS,GE02,GEOLOGÍA PLAN 2017,3225,ALGEBRA I,20,todo bien.,Positivo,0.7033,Otro,0.7826,No detectado,0.0408,0.0222,0.0283
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,IM02,INGENIERÍA CIVIL EN MINAS PLAN 2017,14704,MECANICA,32,buen profesor.,Positivo,0.8798,Alegría,0.6186,No detectado,0.0201,0.0141,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,14704,MECANICA,32,buen profesor.,Positivo,0.8798,Alegría,0.6186,No detectado,0.0201,0.0141,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,OB07,INGENIERÍA CIVIL EN OBRAS CIVILES PLAN 2017,3248,"ONDAS, OPTICA Y CALOR",22,buen profesor.,Positivo,0.8798,Alegría,0.6186,No detectado,0.0201,0.0141,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),14703,ELECTRICIDAD Y MAGNETISMO,22,buen profesor pero falta interés por enseñar.,Neutral,0.4688,Otro,0.9673,No detectado,0.0187,0.0122,0.0100
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,CO05,INGENIERÍA EN CONSTRUCCIÓN PLAN 2017,14704,MECANICA,32,buen profesor.,Positivo,0.8798,Alegría,0.6186,No detectado,0.0201,0.0141,0.0145
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),14700,INTRODUCCION A LA FISICA,61,buenos mentodos.,Positivo,0.5396,Otro,0.5481,No detectado,0.1019,0.0243,0.0818
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,GE02,GEOLOGÍA PLAN 2017,14704,MECANICA,32,comprometido con el curso y aprendizaje de sus estudiantes.,Positivo,0.8382,Alegría,0.9703,No detectado,0.0137,0.0091,0.0078
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,14704,MECANICA,32,"el único problema, es que no entendía las resoluciones de los informes.",Negativo,0.7623,Otro,0.9811,No detectado,0.0207,0.0068,0.0135
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,IC05,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA PLAN 2017,14704,MECANICA,32,"el profesor enseña bien la materia, pero no das las notas en los tiempos y se equivoca en las calificaciones.",Negativo,0.9443,Otro,0.9216,No detectado,0.0410,0.0072,0.0158
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,GE02,GEOLOGÍA PLAN 2017,14703,ELECTRICIDAD Y MAGNETISMO,22,"el profesor es muy respetuoso, desarrolló el curso de forma amena, tuvo muy buena disposición para responder preguntas sobre el curso.",Positivo,0.9622,Otro,0.9552,No detectado,0.0109,0.0081,0.0069
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),14700,INTRODUCCION A LA FISICA,61,el profesor es relajado para explicar lo que genera armonía en laboratorio.,Positivo,0.8886,Otro,0.9882,No detectado,0.0195,0.0068,0.0072
FACULTAD DE INGENIERIA Y ARQUITECTURA,MDM,CI02,INGENIERÍA CIVIL INDUSTRIAL (PLAN 2015),14700,INTRODUCCION A LA FISICA,61,el profesor hay veces que se le tiene que repetir las cosas que uno le va diciendo.,Negativo,0.7746,Otro,0.9925,No detectado,0.0242,0.0080,0.0113
